年度,鄉鎮,段名,地號,公告土地現值
112,2,190,2980000,1300
112,2,190,2990000,1300
112,2,190,3000000,1300
112,2,190,3010000,1300
112,2,190,3020000,1300
112,2,190,3020001,1300
112,2,190,3030000,1300
112,2,190,3040000,1300
112,2,190,3050000,1300
112,2,190,3060000,1300
112,2,190,3070000,1300
112,2,190,3080000,1300
112,2,190,3090000,1300
112,2,190,3100000,1300
112,2,190,3110000,1300
112,2,190,3120000,1300
112,2,190,3130000,1300
112,2,190,3140000,1300
112,2,190,3150000,1300
112,2,190,3160000,1300
112,2,190,3170000,1300
112,2,190,3180000,1300
112,2,190,3190000,1300
112,2,190,3200000,1300
112,2,190,3210000,1300
112,2,190,3220000,1300
112,2,190,3230000,1300
112,2,190,3240000,1300
112,2,190,3250000,1300
112,2,190,3260000,1300
112,2,190,3270000,1300
112,2,190,3280000,1300
112,2,190,3290000,1300
112,2,190,3300000,1300
112,2,190,3310000,1300
112,2,190,3320000,1300
112,2,190,3330000,1300
112,2,190,3330001,1300
112,2,190,3330002,1300
112,2,190,3340000,1300
112,2,190,3350000,1300
112,2,190,3360000,1300
112,2,190,3370000,1300
112,2,190,3380000,1300
112,2,190,3390000,1300
112,2,190,3400000,1300
112,2,190,3410000,1300
112,2,190,3420000,1300
112,2,190,3430000,1300
112,2,190,3440000,1300
112,2,190,3450000,1300
112,2,190,3460000,1300
112,2,190,3470000,1300
112,2,190,3480000,1300
112,2,190,3490000,1300
112,2,190,3500000,1300
112,2,190,3510000,1300
112,2,190,3520000,1300
112,2,190,3530000,1300
112,2,190,3540000,1300
112,2,190,3550000,1300
112,2,190,3560000,1300
112,2,190,3570000,1300
112,2,190,3580000,1300
112,2,190,3590000,1300
112,2,190,3600000,1300
112,2,190,3610000,1300
112,2,190,99990000,1300
112,2,210,10000,3400
112,2,210,10001,3400
112,2,210,10002,3400
112,2,210,10003,3400
112,2,210,20000,3400
112,2,210,30000,3400
112,2,210,40000,3400
112,2,210,50000,3400
112,2,210,60000,3400
112,2,210,70000,3400
112,2,210,70001,3400
112,2,210,80000,3400
112,2,210,90000,3400
112,2,210,90001,3400
112,2,210,90002,3400
112,2,210,90003,3400
112,2,210,90004,3400
112,2,210,100000,3400
112,2,210,100001,3400
112,2,210,110000,3400
112,2,210,110001,3400
112,2,210,120000,3400
112,2,210,120001,3400
112,2,210,130000,3400
112,2,210,140000,3400
112,2,210,150000,3400
112,2,210,160000,3400
112,2,210,170000,3400
112,2,210,180000,3400
112,2,210,190000,3400
112,2,210,200000,3400
112,2,210,210000,3400
112,2,210,210001,3400
112,2,210,210002,3400
112,2,210,210003,3400
112,2,210,220000,3400
112,2,210,230000,3400
112,2,210,240000,3400
112,2,210,250000,3400
112,2,210,260000,3400
112,2,210,270000,3400
112,2,210,280000,3400
112,2,210,290000,3400
112,2,210,290001,3400
112,2,210,300000,3400
112,2,210,310000,3400
112,2,210,320000,3400
112,2,210,330000,3400
112,2,210,360000,3400
112,2,210,370000,3400
112,2,210,380000,3400
112,2,210,390000,3400
112,2,210,400000,3400
112,2,210,410000,3400
112,2,210,420000,3400
112,2,210,430000,3400
112,2,210,430001,3400
112,2,210,430002,3400
112,2,210,440000,3400
112,2,210,450000,3400
112,2,210,450001,3400
112,2,210,450002,3400
112,2,210,460000,3400
112,2,210,460001,3400
112,2,210,470000,3400
112,2,210,480000,3400
112,2,210,490000,3400
112,2,210,500000,3400
112,2,210,500001,3400
112,2,210,510000,3400
112,2,210,520000,3400
112,2,210,530000,3400
112,2,210,530001,3400
112,2,210,540000,3400
112,2,210,550000,3400
112,2,210,560000,3400
112,2,210,560001,3400
112,2,210,570000,3400
112,2,210,570001,3400
112,2,210,570004,3400
112,2,210,570005,3400
112,2,210,580000,3400
112,2,210,590000,3400
112,2,210,600000,3400
112,2,210,610000,3400
112,2,210,620000,3400
112,2,210,630000,3400
112,2,210,630001,3400
112,2,210,630002,3400
112,2,210,630003,3400
112,2,210,630004,3400
112,2,210,640000,3400
112,2,210,640001,3400
112,2,210,640002,3400
112,2,210,640003,3400
112,2,210,640004,3400
112,2,210,650000,3400
112,2,210,650001,3301
112,2,210,650002,3400
112,2,210,660000,3400
112,2,210,660001,3400
112,2,210,660002,3400
112,2,210,660003,3294
112,2,210,670000,3400
112,2,210,680000,3400
112,2,210,690000,3400
112,2,210,710000,3400
112,2,210,720000,3400
112,2,210,720001,3400
112,2,210,720002,3294
112,2,210,720003,3400
112,2,210,720004,3400
112,2,210,720005,3294
112,2,210,730000,1400
112,2,210,730001,3400
112,2,210,730002,1400
112,2,210,730003,3400
112,2,210,730004,3294
112,2,210,730005,3294
112,2,210,730006,3305
112,2,210,730007,3294
112,2,210,740000,1400
112,2,210,750000,1400
112,2,210,760000,1400
112,2,210,760001,1400
112,2,210,760002,1400
112,2,210,760003,1400
112,2,210,770000,3397
112,2,210,770001,3338
112,2,210,770002,3338
112,2,210,780000,3400
112,2,210,800001,3400
112,2,210,810000,2725
112,2,210,810001,3294
112,2,210,820000,2304
112,2,210,820001,3294
112,2,210,830000,1611
112,2,210,830001,3294
112,2,210,840000,1400
112,2,210,840001,3294
112,2,210,850000,3294
112,2,210,860000,3066
112,2,210,870000,1400
112,2,210,880000,1400
112,2,210,890000,1400
112,2,210,900000,1400
112,2,210,910000,1400
112,2,210,920000,1400
112,2,210,930000,1400
112,2,210,940000,1400
112,2,210,940001,2260
112,2,210,950000,2171
112,2,210,950001,3294
112,2,210,960000,1400
112,2,210,970000,1400
112,2,210,980000,1400
112,2,210,990000,1400
112,2,210,1000000,1400
112,2,210,1010000,1400
112,2,210,1020000,1400
112,2,210,1020001,1400
112,2,210,1030000,1400
112,2,210,1030001,1400
112,2,210,1040000,1400
112,2,210,1050000,1400
112,2,210,1050001,1400
112,2,210,1060000,1400
112,2,210,1070000,1400
112,2,210,1080000,1400
112,2,210,1080001,1400
112,2,210,1080002,1400
112,2,210,1080003,1400
112,2,210,1080004,1400
112,2,210,1080005,1400
112,2,210,1090000,1400
112,2,210,1100000,1400
112,2,210,1110000,1400
112,2,210,1120000,1400
112,2,210,1130000,1400
112,2,210,1140000,1400
112,2,210,1150000,1400
112,2,210,1150001,1400
112,2,210,1150002,1400
112,2,210,1150003,1400
112,2,210,1160000,1400
112,2,210,1170000,1400
112,2,210,1180000,1400
112,2,210,1190000,1400
112,2,210,1200000,1400
112,2,210,1210000,1400
112,2,210,1220000,1400
112,2,210,1220001,1400
112,2,210,1230000,1400
112,2,210,1230001,1400
112,2,210,1240000,1400
112,2,210,1250000,1400
112,2,210,1260000,1400
112,2,210,1260001,1400
112,2,210,1260002,1400
112,2,210,1260003,1400
112,2,210,1270000,1400
112,2,210,1280000,1400
112,2,210,1290000,1400
112,2,210,1290001,1400
112,2,210,1310000,1400
112,2,210,1310001,1400
112,2,210,1320000,1400
112,2,210,1330000,1400
112,2,210,1330001,1400
112,2,210,1330002,1400
112,2,210,1340000,1400
112,2,210,1350000,1400
112,2,210,1360000,1400
112,2,210,1370000,1400
112,2,210,1380000,1400
112,2,210,1380001,1400
112,2,210,1390000,1400
112,2,210,1390001,1400
112,2,210,1400000,1400
112,2,210,1400001,1400
112,2,210,1410000,1400
112,2,210,1410001,1400
112,2,210,1420000,1400
112,2,210,1430000,1400
112,2,210,1440000,1400
112,2,210,1440001,1400
112,2,210,1440002,1400
112,2,210,1450000,1400
112,2,210,1460000,1400
112,2,210,1470000,1400
112,2,210,1480000,1400
112,2,210,1480001,1400
112,2,210,1490000,1400
112,2,210,1500000,1400
112,2,210,99990000,3500
112,2,216,10000,1700
112,2,216,10001,1700
112,2,216,10003,1700
112,2,216,20000,1700
112,2,216,20001,1700
112,2,216,20002,1700
112,2,216,30000,1700
112,2,216,40000,1700
112,2,216,50000,1700
112,2,216,60000,1700
112,2,216,70000,1700
112,2,216,80000,1700
112,2,216,90000,1700
112,2,216,100000,1700
112,2,216,110000,1700
112,2,216,120000,1700
112,2,216,120002,1700
112,2,216,130000,1700
112,2,216,140000,1700
112,2,216,150000,1700
112,2,216,150001,1700
112,2,216,160000,1700
112,2,216,170000,1700
112,2,216,180000,1700
112,2,216,190000,1700
112,2,216,200000,1700
112,2,216,210000,1700
112,2,216,210001,1878
112,2,216,210002,1700
112,2,216,210003,1700
112,2,216,210004,1700
112,2,216,210005,1700
112,2,216,210006,1700
112,2,216,210007,1700
112,2,216,210008,1700
112,2,216,210009,1700
112,2,216,210010,1700
112,2,216,210011,1700
112,2,216,210012,2000
112,2,216,210013,2000
112,2,216,210014,1700
112,2,216,210015,1700
112,2,216,210017,1700
112,2,216,210018,1700
112,2,216,210019,1700
112,2,216,210022,1700
112,2,216,210025,1700
112,2,216,210026,1700
112,2,216,210027,1700
112,2,216,210029,1700
112,2,216,210030,1700
112,2,216,220000,2000
112,2,216,230000,2000
112,2,216,230001,2000
112,2,216,240000,2000
112,2,216,240001,2000
112,2,216,240002,2000
112,2,216,240003,2000
112,2,216,250000,2000
112,2,216,260000,2000
112,2,216,270000,2000
112,2,216,280000,2000
112,2,216,290000,2000
112,2,216,290001,2000
112,2,216,300000,2000
112,2,216,300001,2000
112,2,216,310000,2000
112,2,216,320000,2000
112,2,216,330000,2000
112,2,216,340000,2000
112,2,216,350000,2000
112,2,216,360000,2000
112,2,216,370000,2000
112,2,216,370001,2000
112,2,216,380000,2000
112,2,216,380001,2000
112,2,216,380002,2000
112,2,216,390000,2000
112,2,216,400000,2000
112,2,216,410000,2000
112,2,216,420000,2000
112,2,216,430000,2000
112,2,216,430001,2000
112,2,216,440000,2000
112,2,216,440001,2000
112,2,216,450000,2000
112,2,216,460000,2000
112,2,216,470000,2000
112,2,216,480000,2000
112,2,216,480001,2000
112,2,216,480002,2000
112,2,216,490000,2000
112,2,216,500000,2000
112,2,216,510000,2000
112,2,216,520000,2000
112,2,216,520001,2000
112,2,216,530000,2000
112,2,216,540000,2000
112,2,216,550000,2000
112,2,216,560000,2000
112,2,216,560001,2000
112,2,216,560002,2000
112,2,216,560003,2000
112,2,216,570000,1884
112,2,216,580000,2000
112,2,216,590000,2000
112,2,216,600000,2000
112,2,216,610000,2000
112,2,216,620000,1990
112,2,216,630000,1568
112,2,216,640000,2000
112,2,216,650000,1502
112,2,216,660000,1438
112,2,216,670000,1449
112,2,216,680000,1400
112,2,216,690000,1400
112,2,216,700000,1400
112,2,216,710000,1400
112,2,216,720000,1400
112,2,216,730000,1400
112,2,216,740000,2000
112,2,216,750000,2000
112,2,216,760000,2000
112,2,216,760001,2000
112,2,216,770000,2000
112,2,216,780000,2000
112,2,216,790000,2000
112,2,216,800000,2000
112,2,216,810000,2000
112,2,216,810001,2000
112,2,216,820000,2000
112,2,216,830000,2000
112,2,216,840000,2000
112,2,216,850000,2000
112,2,216,860000,2000
112,2,216,870000,2000
112,2,216,880000,2000
112,2,216,890000,2000
112,2,216,900000,2000
112,2,216,910000,2000
112,2,216,910001,2000
112,2,216,920000,2000
112,2,216,920001,2000
112,2,216,930000,2000
112,2,216,940000,2000
112,2,216,940001,2000
112,2,216,950000,1730
112,2,216,950001,1465
112,2,216,960000,1400
112,2,216,970000,1539
112,2,216,980000,1593
112,2,216,990000,1964
112,2,216,1000000,2000
112,2,216,1010000,2000
112,2,216,1020000,1555
112,2,216,1030000,1400
112,2,216,1040000,1400
112,2,216,1050000,1400
112,2,216,1060000,1400
112,2,216,1070000,1400
112,2,216,1080000,1400
112,2,216,1090000,1400
112,2,216,1100000,1894
112,2,216,1110000,1404
112,2,216,1120000,1400
112,2,216,1130000,1400
112,2,216,1140000,1400
112,2,216,1150000,1400
112,2,216,1160000,1400
112,2,216,1160001,1400
112,2,216,1170000,1400
112,2,216,1180000,1400
112,2,216,1190000,1400
112,2,216,1200000,1400
112,2,216,1210000,1400
112,2,216,1220000,1400
112,2,216,1230000,1400
112,2,216,1240000,1400
112,2,216,1250000,1449
112,2,216,1260000,1924
112,2,216,1270000,1924
112,2,216,1270001,2000
112,2,216,1270002,2000
112,2,216,1280000,1400
112,2,216,1290000,1400
112,2,216,1290001,1458
112,2,216,1300000,1400
112,2,216,1310000,1400
112,2,216,1320000,1400
112,2,216,1330000,1400
112,2,216,1340000,1400
112,2,216,1350000,1400
112,2,216,1360000,1400
112,2,216,1370000,1753
112,2,216,1380000,2000
112,2,216,1390000,1998
112,2,216,1400000,1506
112,2,216,1450000,1400
112,2,216,1460000,1400
112,2,216,1480000,1400
112,2,216,1490000,1400
112,2,216,1500000,1400
112,2,216,1510000,1400
112,2,216,1520000,1400
112,2,216,1530000,1400
112,2,216,1540000,1400
112,2,216,1550000,1400
112,2,216,1560000,1400
112,2,216,1570000,1400
112,2,216,1580000,1400
112,2,216,1590000,1400
112,2,216,1600000,1400
112,2,216,1610000,1400
112,2,216,1620000,1400
112,2,216,1630000,1400
112,2,216,1640000,1400
112,2,216,1650000,1400
112,2,216,1660000,1400
112,2,216,1670000,1400
112,2,216,1680000,1400
112,2,216,1690000,1400
112,2,216,1700000,1400
112,2,216,1710000,1400
112,2,216,1720000,1400
112,2,216,1730000,1400
112,2,216,1740000,1400
112,2,216,1750000,1400
112,2,216,1760000,1400
112,2,216,1770000,1400
112,2,216,1780000,1400
112,2,216,1790000,1400
112,2,216,1800000,1400
112,2,216,1810000,1400
112,2,216,1820000,1400
112,2,216,1830000,1400
112,2,216,1840000,1400
112,2,216,1850000,1400
112,2,216,1860000,1400
112,2,216,1870000,1400
112,2,216,1880000,1400
112,2,216,1890000,1400
112,2,216,1900000,1400
112,2,216,1910000,1400
112,2,216,1920000,1400
112,2,216,1930000,1400
112,2,216,1940000,1400
112,2,216,1950000,1400
112,2,216,1960000,1840
112,2,216,1970000,2000
112,2,216,1980000,2000
112,2,216,1990000,2000
112,2,216,1990001,2000
112,2,216,2000000,1995
112,2,216,2010000,1518
112,2,216,2020000,1798
112,2,216,2030000,1948
112,2,216,2040000,2000
112,2,216,2050000,2000
112,2,216,2060000,2000
112,2,216,2070000,2000
112,2,216,2080000,2000
112,2,216,2090000,2000
112,2,216,2100000,2000
112,2,216,2110000,2000
112,2,216,2120000,2000
112,2,216,2130000,2000
112,2,216,2140000,2000
112,2,216,2160000,2000
112,2,216,2160001,2000
112,2,216,2170000,2000
112,2,216,2180000,2000
112,2,216,2190000,2000
112,2,216,2200000,2000
112,2,216,2210000,2000
112,2,216,2220000,2000
112,2,216,2230000,2000
112,2,216,2240000,2000
112,2,216,2250000,2000
112,2,216,2260000,2000
112,2,216,2270000,2000
112,2,216,2280000,2000
112,2,216,2290000,2000
112,2,216,2300000,2000
112,2,216,2310000,2000
112,2,216,2320000,2000
112,2,216,2330000,2000
112,2,216,2340000,2000
112,2,216,2350000,2000
112,2,216,2350001,2000
112,2,216,2360000,2000
112,2,216,2370000,2000
112,2,216,2380000,2000
112,2,216,2390000,2000
112,2,216,2400000,2000
112,2,216,2410000,2000
112,2,216,2420000,2000
112,2,216,2430000,2000
112,2,216,2440000,2000
112,2,216,2450000,2000
112,2,216,2460000,2000
112,2,216,2470000,2000
112,2,216,2480000,1902
112,2,216,2490000,2000
112,2,216,2500000,1519
112,2,216,2510000,1400
112,2,216,2520000,1400
112,2,216,2530000,1400
112,2,216,2530001,1400
112,2,216,2540000,1400
112,2,216,2550000,1400
112,2,216,2560000,1400
112,2,216,2570000,1400
112,2,216,2580000,1400
112,2,216,2590000,1400
112,2,216,2600000,1400
112,2,216,2610000,1400
112,2,216,2620000,1400
112,2,216,2630000,1400
112,2,216,2640000,1400
112,2,216,2650000,1400
112,2,216,2660000,1400
112,2,216,2670000,1400
112,2,216,2680000,1400
112,2,216,2690000,1400
112,2,216,2700000,1400
112,2,216,2710000,1400
112,2,216,2720000,1400
112,2,216,2730000,1400
112,2,216,2750000,1400
112,2,216,2760000,1400
112,2,216,2770000,1400
112,2,216,2770001,1400
112,2,216,2780000,1400
112,2,216,2790000,1400
112,2,216,2800000,1400
112,2,216,2810000,1400
112,2,216,2820000,1558
112,2,216,2830000,1561
112,2,216,2840000,2000
112,2,216,2840001,2000
112,2,216,2850000,2000
112,2,216,2860000,2000
112,2,216,2870000,2000
112,2,216,2880000,2000
112,2,216,2890000,2000
112,2,216,2890001,2000
112,2,216,2900000,2000
112,2,216,2900001,2000
112,2,216,2910000,2000
112,2,216,2920000,2000
112,2,216,2930000,1967
112,2,216,2940000,1997
112,2,216,2950000,1915
112,2,216,2960000,1600
112,2,216,2960001,1669
112,2,216,2970000,1600
112,2,216,2980000,1600
112,2,216,2990000,1649
112,2,216,3000000,1993
112,2,216,3000001,2000
112,2,216,3010000,1719
112,2,216,3020000,1942
112,2,216,3020001,1791
112,2,216,3030000,2000
112,2,216,3040000,2000
112,2,216,3050000,2000
112,2,216,3060000,2000
112,2,216,3070000,2000
112,2,216,3080000,2000
112,2,216,3090000,2000
112,2,216,3100000,1722
112,2,216,3110000,2000
112,2,216,3120000,1866
112,2,216,3130000,1655
112,2,216,3140000,1503
112,2,216,3150000,1401
112,2,216,3160000,2000
112,2,216,3170000,2000
112,2,216,3180000,2000
112,2,216,3190000,2000
112,2,216,3200000,2000
112,2,216,3210000,2000
112,2,216,3220000,2000
112,2,216,3230000,2000
112,2,216,3240000,2000
112,2,216,3250000,2000
112,2,216,3260000,2000
112,2,216,3270000,2000
112,2,216,3280000,2000
112,2,216,3290000,2000
112,2,216,3300000,2000
112,2,216,3310000,2000
112,2,216,3320000,2000
112,2,216,3330000,2000
112,2,216,3330001,1988
112,2,216,3340000,2000
112,2,216,3350000,2000
112,2,216,3360000,2000
112,2,216,3370000,1654
112,2,216,3380000,1405
112,2,216,3390000,1400
112,2,216,3400000,1400
112,2,216,3410000,1400
112,2,216,3420000,1400
112,2,216,3430000,1400
112,2,216,3440000,1400
112,2,216,3450000,1418
112,2,216,3460000,1634
112,2,216,3470000,1943
112,2,216,3480000,2000
112,2,216,3480001,1869
112,2,216,3490000,2000
112,2,216,3500000,2000
112,2,216,3510000,2000
112,2,216,3520000,1640
112,2,216,3530000,1779
112,2,216,3540000,1591
112,2,216,3550000,1400
112,2,216,3560000,1860
112,2,216,3570000,1400
112,2,216,3570001,6379
112,2,216,3580000,1583
112,2,216,3590000,1761
112,2,216,3600000,1453
112,2,216,3610000,1546
112,2,216,3620000,2000
112,2,216,3630000,1571
112,2,216,3640000,1416
112,2,216,3650000,2011
112,2,216,3660000,2049
112,2,216,3670000,3478
112,2,216,3680000,1400
112,2,216,3690000,3261
112,2,216,3690001,6800
112,2,216,3690002,2000
112,2,216,3700000,3289
112,2,216,3710000,1400
112,2,216,3720000,1400
112,2,216,3730000,1400
112,2,216,3740000,1400
112,2,216,3750000,1400
112,2,216,3760000,1400
112,2,216,3770000,1400
112,2,216,3780000,1400
112,2,216,3790000,1400
112,2,216,3800000,1400
112,2,216,3810000,1400
112,2,216,3820000,1400
112,2,216,3830000,1400
112,2,216,3840000,1746
112,2,216,3850000,2000
112,2,216,3860000,1761
112,2,216,3870000,2000
112,2,216,3880000,2000
112,2,216,3890000,2000
112,2,216,3900000,1982
112,2,216,3910000,1646
112,2,216,3940000,1600
112,2,216,3940001,1600
112,2,216,3940002,1600
112,2,216,3950000,1603
112,2,216,3960000,1677
112,2,216,3970000,1794
112,2,216,3980000,1927
112,2,216,3990000,1600
112,2,216,4000000,1603
112,2,216,4010000,1988
112,2,216,4020000,1649
112,2,216,4030000,1742
112,2,216,4040000,2000
112,2,216,4050000,2000
112,2,216,4050001,2000
112,2,216,4060000,2000
112,2,216,4070000,2000
112,2,216,4080000,2000
112,2,216,4090000,2000
112,2,216,4100000,2000
112,2,216,4110000,2000
112,2,216,4120000,2000
112,2,216,4130000,2000
112,2,216,4140000,2000
112,2,216,4150000,1884
112,2,216,4160000,1989
112,2,216,4170000,2000
112,2,216,4180000,1968
112,2,216,4190000,1462
112,2,216,4200000,1400
112,2,216,4210000,1406
112,2,216,4220000,1413
112,2,216,4230000,1400
112,2,216,4240000,1400
112,2,216,4250000,2014
112,2,216,4260000,5016
112,2,216,4270000,1904
112,2,216,4280000,1400
112,2,216,4290000,1429
112,2,216,4300000,1400
112,2,216,4320000,3301
112,2,216,4320001,2000
112,2,216,4320002,2120
112,2,216,4320003,1400
112,2,216,4330000,2346
112,2,216,4340000,2462
112,2,216,4350000,1400
112,2,216,4360000,1542
112,2,216,4370000,4799
112,2,216,4380000,3116
112,2,216,4390000,6800
112,2,216,4400000,3631
112,2,216,4410000,1400
112,2,216,4410001,1400
112,2,216,4420000,1400
112,2,216,4430000,1645
112,2,216,4440000,1746
112,2,216,4450000,2000
112,2,216,4460000,1872
112,2,216,4470000,1998
112,2,216,4480000,5008
112,2,216,4490000,2000
112,2,216,4500000,2000
112,2,216,4510000,2000
112,2,216,4520000,2000
112,2,216,4530000,2000
112,2,216,4540000,2000
112,2,216,4550000,2000
112,2,216,4560000,2000
112,2,216,4570000,2000
112,2,216,4570001,2000
112,2,216,4570002,1962
112,2,216,4570003,1600
112,2,216,4570004,6664
112,2,216,4580000,2000
112,2,216,4590000,1904
112,2,216,4590001,1637
112,2,216,4590002,1600
112,2,216,4590003,1999
112,2,216,4590004,1603
112,2,216,4600000,1600
112,2,216,4610000,1600
112,2,216,4610001,1600
112,2,216,4610002,1600
112,2,216,4610003,1604
112,2,216,4610004,1776
112,2,216,4610005,1600
112,2,216,4620000,1601
112,2,216,4620001,1600
112,2,216,4620002,1600
112,2,216,4620003,1600
112,2,216,4630000,2000
112,2,216,4630001,1600
112,2,216,4630002,2464
112,2,216,4640000,2000
112,2,216,4650000,5910
112,2,216,4650001,3320
112,2,216,4660000,1648
112,2,216,4670000,1400
112,2,216,4680000,1400
112,2,216,4690000,1441
112,2,216,4700000,1400
112,2,216,4710000,1400
112,2,216,4720000,1400
112,2,216,4730000,1400
112,2,216,4740000,1400
112,2,216,4750000,1400
112,2,216,4750001,1402
112,2,216,4760000,1400
112,2,216,4770000,1400
112,2,216,4780000,1400
112,2,216,4790000,1400
112,2,216,4800000,1400
112,2,216,4810000,1536
112,2,216,4820000,1588
112,2,216,4830000,2000
112,2,216,4840000,2000
112,2,216,4850000,2000
112,2,216,4860000,2000
112,2,216,4870000,2000
112,2,216,4880000,2000
112,2,216,4880001,2000
112,2,216,4890000,2000
112,2,216,4900000,1400
112,2,216,4910000,1400
112,2,216,4910001,2000
112,2,216,4920000,1400
112,2,216,4930000,1400
112,2,216,4940000,1400
112,2,216,4950000,1400
112,2,216,4960000,1400
112,2,216,4970000,1400
112,2,216,4980000,1400
112,2,216,4990000,1400
112,2,216,5000000,1400
112,2,216,5010000,1400
112,2,216,5020000,1400
112,2,216,5030000,1400
112,2,216,5040000,1400
112,2,216,5050000,1400
112,2,216,5050001,1400
112,2,216,5060000,1400
112,2,216,5070000,1400
112,2,216,5080000,1400
112,2,216,5090000,1400
112,2,216,5100000,1400
112,2,216,5110000,1400
112,2,216,5120000,1400
112,2,216,5130000,1400
112,2,216,5140000,1400
112,2,216,5150000,1400
112,2,216,5160000,1400
112,2,216,5170000,1400
112,2,216,5180000,1400
112,2,216,5190000,1400
112,2,216,5200000,1400
112,2,216,5210000,1400
112,2,216,5220000,1400
112,2,216,5230000,1400
112,2,216,5240000,1400
112,2,216,5250000,1400
112,2,216,5260000,1400
112,2,216,5270000,1400
112,2,216,5280000,1400
112,2,216,5290000,1400
112,2,216,5300000,1400
112,2,216,5310000,1400
112,2,216,5320000,1400
112,2,216,5330000,1400
112,2,216,5340000,1400
112,2,216,5350000,1400
112,2,216,5360000,1400
112,2,216,5370000,1400
112,2,216,5380000,1400
112,2,216,5390000,1400
112,2,216,5390001,1400
112,2,216,5390002,1400
112,2,216,5400000,1400
112,2,216,5410000,1400
112,2,216,5410001,1400
112,2,216,5420000,2000
112,2,216,5430000,2000
112,2,216,5440000,2000
112,2,216,5450000,2000
112,2,216,5460000,2000
112,2,216,5470000,2000
112,2,216,5480000,2000
112,2,216,5480001,2000
112,2,216,5490000,2000
112,2,216,5500000,2000
112,2,216,5510000,2000
112,2,216,5520000,2000
112,2,216,5530000,1400
112,2,216,5530001,1400
112,2,216,5540001,1400
112,2,216,5550000,1400
112,2,216,5560000,1400
112,2,216,5560001,1400
112,2,216,5570000,1400
112,2,216,5580000,1400
112,2,216,5590000,1400
112,2,216,5600000,1400
112,2,216,5610000,1400
112,2,216,5620000,1400
112,2,216,5630000,1400
112,2,216,5640000,1400
112,2,216,5650000,1400
112,2,216,5660000,1400
112,2,216,5670000,1400
112,2,216,5680000,1400
112,2,216,5690000,1400
112,2,216,5700000,1400
112,2,216,5710000,1400
112,2,216,5720000,1400
112,2,216,5730000,1400
112,2,216,5740000,1400
112,2,216,5750000,1400
112,2,216,5760000,1400
112,2,216,5770000,1400
112,2,216,5780000,1400
112,2,216,5790000,1400
112,2,216,5800000,1400
112,2,216,5810000,1400
112,2,216,5820000,1400
112,2,216,5830000,1400
112,2,216,5840000,1400
112,2,216,5850000,1400
112,2,216,5860000,1400
112,2,216,5870000,1400
112,2,216,5880000,1400
112,2,216,5890000,1400
112,2,216,5900000,1400
112,2,216,5910000,2000
112,2,216,5920000,2000
112,2,216,5930000,2000
112,2,216,5940000,2000
112,2,216,5950000,1400
112,2,216,5960000,1400
112,2,216,5970000,1400
112,2,216,5980000,1400
112,2,216,5990000,1400
112,2,216,6000000,1400
112,2,216,6010000,1400
112,2,216,6020000,1400
112,2,216,6030000,1400
112,2,216,6040000,1400
112,2,216,6060000,1400
112,2,216,6070000,1400
112,2,216,6080000,1400
112,2,216,6090000,1400
112,2,216,6090001,1496
112,2,216,6100000,1400
112,2,216,6110000,1400
112,2,216,6120000,1400
112,2,216,6130000,1400
112,2,216,6140000,1400
112,2,216,6150000,1400
112,2,216,6160000,1400
112,2,216,6170000,1400
112,2,216,6180000,2000
112,2,216,6190000,2000
112,2,216,6200000,2000
112,2,216,6210000,2000
112,2,216,6220000,2000
112,2,216,6230000,2000
112,2,216,6230001,2000
112,2,216,6230003,2000
112,2,216,6240000,2000
112,2,216,6250000,2000
112,2,216,6250001,2215
112,2,216,6260000,2192
112,2,216,6270000,1425
112,2,216,6280000,3038
112,2,216,6280001,6544
112,2,216,6290000,1937
112,2,216,6290001,2719
112,2,216,6300000,1676
112,2,216,6310000,6800
112,2,216,6310001,6800
112,2,216,6310002,6800
112,2,216,6310003,6800
112,2,216,6310004,6800
112,2,216,6310005,6800
112,2,216,6320000,6717
112,2,216,6330000,3535
112,2,216,6340000,5300
112,2,216,6340001,5300
112,2,216,6360000,5300
112,2,216,6370000,5300
112,2,216,6380000,5300
112,2,216,6390000,5300
112,2,216,6400000,5300
112,2,216,6410000,5300
112,2,216,6420000,5300
112,2,216,6430000,5300
112,2,216,6440000,4711
112,2,216,6450000,2000
112,2,216,6460000,2877
112,2,216,6470000,4382
112,2,216,6480000,2033
112,2,216,6490000,2000
112,2,216,6500000,2000
112,2,216,6510000,2000
112,2,216,6520000,2000
112,2,216,6530000,2000
112,2,216,6530001,4726
112,2,216,6530002,2000
112,2,216,6530003,4870
112,2,216,6530004,2000
112,2,216,10020000,1915
112,2,216,10030000,2000
112,2,216,10040000,2000
112,2,216,10050000,2000
112,2,217,10000,5116
112,2,217,10001,5275
112,2,217,10002,5600
112,2,217,10003,5088
112,2,217,10004,5600
112,2,217,30000,3022
112,2,217,40000,2626
112,2,217,50000,2933
112,2,217,60000,990
112,2,217,60001,990
112,2,217,60002,990
112,2,217,60003,990
112,2,217,80000,990
112,2,217,90000,990
112,2,217,90001,990
112,2,217,100000,990
112,2,217,100001,990
112,2,217,110000,990
112,2,217,120000,990
112,2,217,130000,990
112,2,217,140000,990
112,2,217,150000,990
112,2,217,160000,990
112,2,217,170000,990
112,2,217,170001,990
112,2,217,180000,990
112,2,217,190000,990
112,2,217,190001,990
112,2,217,200000,990
